Agent0000,772.5
Agent0000,662.5Agent0001,660.0Agent0002,662.5Agent0003,657.5Agent0004,695.0
Agent0000,527.5Agent0001,580.0Agent0002,557.5Agent0003,552.5Agent0004,557.5
Agent0000,527.5Agent0001,580.0Agent0002,557.5Agent0003,552.5Agent0004,557.5
Agent0000,527.5Agent0001,580.0Agent0002,557.5Agent0003,552.5Agent0004,557.5
Agent0000,527.5Agent0001,580.0Agent0002,557.5Agent0003,552.5Agent0004,557.5
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,570.0,Agent0001,597.5,Agent0002,617.5,Agent0003,572.5,Agent0004,575.0,
Agent0000,740.0,Agent0001,745.0,Agent0002,775.0,Agent0003,752.5,Agent0004,750.0,
Agent0000,740.0,Agent0001,745.0,Agent0002,775.0,Agent0003,752.5,Agent0004,750.0,
Agent0000,740.0,Agent0001,745.0,Agent0002,775.0,Agent0003,752.5,Agent0004,750.0,
Agent0000,740.0,Agent0001,745.0,Agent0002,775.0,Agent0003,752.5,Agent0004,750.0,
Agent0000,732.5,Agent0001,735.0,Agent0002,737.5,Agent0003,765.0,Agent0004,735.0,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
Agent0000,647.5,Agent0001,612.5,Agent0002,620.0,Agent0003,622.5,Agent0004,617.5,
