iteration,turnNumber,player,colour1,colour2,colour3,colour4,colour5,colour6,colour7
1,16,Agent0000,0,0,0,0,0,0,1
1,16,Agent0001,0,0,0,0,0,5,2
1,16,Agent0002,0,0,0,0,0,3,2
1,16,Agent0003,0,0,0,0,0,2,7
1,16,Agent0004,0,0,0,0,0,1,0
1,17,Agent0000,0,0,0,0,0,0,2
1,17,Agent0001,0,0,0,0,0,5,3
1,17,Agent0002,0,0,0,0,0,3,2
1,17,Agent0003,0,0,0,0,0,1,7
1,17,Agent0004,0,0,0,0,0,1,0
1,18,Agent0000,0,0,0,0,0,0,2
1,18,Agent0001,0,0,0,0,0,5,2
1,18,Agent0002,0,0,0,0,0,3,2
1,18,Agent0003,0,0,0,0,0,1,8
1,18,Agent0004,0,0,0,0,0,1,0
1,19,Agent0000,0,0,0,0,0,0,2
1,19,Agent0001,0,0,0,0,0,5,2
1,19,Agent0002,0,0,0,0,0,3,2
1,19,Agent0003,0,0,0,0,0,2,8
1,19,Agent0004,0,0,0,0,0,0,0
1,20,Agent0000,0,0,0,0,0,0,1
1,20,Agent0001,0,0,0,0,0,5,2
1,20,Agent0002,0,0,0,0,0,3,2
1,20,Agent0003,0,0,0,0,0,2,8
1,20,Agent0004,0,0,0,0,0,0,0

2,1,Agent0000,0,0,0,0,0,0,0
2,1,Agent0001,0,0,0,0,0,0,2
2,1,Agent0002,0,0,0,0,0,0,0
2,1,Agent0003,0,0,0,0,0,0,0
2,1,Agent0004,0,0,0,0,0,0,0
2,2,Agent0000,0,0,0,0,0,1,0
2,2,Agent0001,0,0,0,0,0,0,2
2,2,Agent0002,0,0,0,0,0,0,0
2,2,Agent0003,0,0,0,0,0,0,0
2,2,Agent0004,0,0,0,0,0,0,0
2,3,Agent0000,0,0,0,0,0,1,3
2,3,Agent0001,0,0,0,0,0,0,2
2,3,Agent0002,0,0,0,0,0,0,0
2,3,Agent0003,0,0,0,0,0,0,0
2,3,Agent0004,0,0,0,0,0,0,0
2,4,Agent0000,0,0,0,0,0,1,2
2,4,Agent0001,0,0,0,0,0,0,5
2,4,Agent0002,0,0,0,0,0,0,0
2,4,Agent0003,0,0,0,0,0,0,0
2,4,Agent0004,0,0,0,0,0,0,0
2,5,Agent0000,0,0,0,0,0,1,2
2,5,Agent0001,0,0,0,0,0,0,5
2,5,Agent0002,0,0,0,0,0,0,0
2,5,Agent0003,0,0,0,0,0,3,0
2,5,Agent0004,0,0,0,0,0,0,0
2,6,Agent0000,0,0,0,0,0,1,2
2,6,Agent0001,0,0,0,0,0,0,4
2,6,Agent0002,0,0,0,0,0,0,0
2,6,Agent0003,0,0,0,0,0,3,2
2,6,Agent0004,0,0,0,0,0,0,0
2,7,Agent0000,0,0,0,0,0,1,1
2,7,Agent0001,0,0,0,0,0,0,4
2,7,Agent0002,0,0,0,0,0,0,0
2,7,Agent0003,0,0,0,0,0,3,3
2,7,Agent0004,0,0,0,0,0,0,2
2,8,Agent0000,0,0,0,0,0,0,1
2,8,Agent0001,0,0,0,0,0,0,4
2,8,Agent0002,0,0,0,0,0,0,0
2,8,Agent0003,0,0,0,0,0,3,3
2,8,Agent0004,0,0,0,0,0,0,2
2,9,Agent0000,0,0,0,0,0,0,0
2,9,Agent0001,0,0,0,0,0,0,7
2,9,Agent0002,0,0,0,0,0,0,0
2,9,Agent0003,0,0,0,0,0,3,2
2,9,Agent0004,0,0,0,0,0,0,2
2,10,Agent0000,0,0,0,0,0,0,0
2,10,Agent0001,0,0,0,0,0,0,7
2,10,Agent0002,0,0,0,0,0,0,0
2,10,Agent0003,0,0,0,0,0,3,1
2,10,Agent0004,0,0,0,0,0,0,5
2,11,Agent0000,0,0,0,0,0,0,0
2,11,Agent0001,0,0,0,0,0,0,7
2,11,Agent0002,0,0,0,0,0,3,0
2,11,Agent0003,0,0,0,0,0,3,0
2,11,Agent0004,0,0,0,0,0,0,5
2,12,Agent0000,0,0,0,0,0,0,0
2,12,Agent0001,0,0,0,0,0,0,7
2,12,Agent0002,0,0,0,0,0,3,0
2,12,Agent0003,0,0,0,0,0,3,0
2,12,Agent0004,0,0,0,0,0,3,5
2,13,Agent0000,0,0,0,0,0,2,0
2,13,Agent0001,0,0,0,0,0,0,7
2,13,Agent0002,0,0,0,0,0,3,0
2,13,Agent0003,0,0,0,0,0,3,0
2,13,Agent0004,0,0,0,0,0,3,5
2,14,Agent0000,0,0,0,0,0,2,0
2,14,Agent0001,0,0,0,0,0,1,7
2,14,Agent0002,0,0,0,0,0,2,0
2,14,Agent0003,0,0,0,0,0,3,3
2,14,Agent0004,0,0,0,0,0,3,5
2,15,Agent0000,0,0,0,0,0,1,0
2,15,Agent0001,0,0,0,0,0,1,6
2,15,Agent0002,0,0,0,0,0,2,0
2,15,Agent0003,0,0,0,0,0,4,2
2,15,Agent0004,0,0,0,0,0,2,5
2,16,Agent0000,0,0,0,0,0,1,0
2,16,Agent0001,0,0,0,0,0,1,6
2,16,Agent0002,0,0,0,0,0,1,0
2,16,Agent0003,0,0,0,0,0,4,2
2,16,Agent0004,0,0,0,0,0,1,5
2,17,Agent0000,0,0,0,0,0,0,0
2,17,Agent0001,0,0,0,0,0,1,6
2,17,Agent0002,0,0,0,0,0,0,0
2,17,Agent0003,0,0,0,0,0,4,2
2,17,Agent0004,0,0,0,0,0,0,8
2,18,Agent0000,0,0,0,0,0,0,0
2,18,Agent0001,0,0,0,0,0,1,5
2,18,Agent0002,0,0,0,0,0,0,0
2,18,Agent0003,0,0,0,0,0,4,2
2,18,Agent0004,0,0,0,0,0,3,8
2,19,Agent0000,0,0,0,0,0,0,0
2,19,Agent0001,0,0,0,0,0,1,5
2,19,Agent0002,0,0,0,0,0,0,1
2,19,Agent0003,0,0,0,0,0,6,1
2,19,Agent0004,0,0,0,0,0,3,8
2,20,Agent0000,0,0,0,0,0,0,0
2,20,Agent0001,0,0,0,0,0,1,5
2,20,Agent0002,0,0,0,0,0,0,1
2,20,Agent0003,0,0,0,0,0,6,1
2,20,Agent0004,0,0,0,0,0,3,8

3,1,Agent0000,0,0,0,0,0,0,0
3,1,Agent0001,0,0,0,0,0,3,1
3,1,Agent0002,0,0,0,0,0,0,0
3,1,Agent0003,0,0,0,0,0,0,0
3,1,Agent0004,0,0,0,0,0,0,0
3,2,Agent0000,0,0,0,0,0,0,0
3,2,Agent0001,0,0,0,0,0,3,0
3,2,Agent0002,0,0,0,0,0,0,0
3,2,Agent0003,0,0,0,0,0,2,0
3,2,Agent0004,0,0,0,0,0,0,0
3,3,Agent0000,0,0,0,0,0,0,0
3,3,Agent0001,0,0,0,0,0,3,0
3,3,Agent0002,0,0,0,0,0,0,0
3,3,Agent0003,0,0,0,0,0,2,0
3,3,Agent0004,0,0,0,0,0,0,1
3,4,Agent0000,0,0,0,0,0,0,0
3,4,Agent0001,0,0,0,0,0,3,0
3,4,Agent0002,0,0,0,0,0,0,0
3,4,Agent0003,0,0,0,0,0,2,1
3,4,Agent0004,0,0,0,0,0,0,1
3,5,Agent0000,0,0,0,0,0,0,0
3,5,Agent0001,0,0,0,0,0,3,1
3,5,Agent0002,0,0,0,0,0,0,0
3,5,Agent0003,0,0,0,0,0,2,1
3,5,Agent0004,0,0,0,0,0,0,1
3,6,Agent0000,0,0,0,0,0,0,0
3,6,Agent0001,0,0,0,0,0,3,0
3,6,Agent0002,0,0,0,0,0,2,0
3,6,Agent0003,0,0,0,0,0,2,1
3,6,Agent0004,0,0,0,0,0,0,1
3,7,Agent0000,0,0,0,0,0,0,0
3,7,Agent0001,0,0,0,0,0,3,0
3,7,Agent0002,0,0,0,0,0,2,0
3,7,Agent0003,0,0,0,0,0,2,0
3,7,Agent0004,0,0,0,0,0,0,1
3,8,Agent0000,0,0,0,0,0,0,0
3,8,Agent0001,0,0,0,0,0,3,0
3,8,Agent0002,0,0,0,0,0,2,3
3,8,Agent0003,0,0,0,0,0,4,0
3,8,Agent0004,0,0,0,0,0,0,1
3,9,Agent0000,0,0,0,0,0,0,0
3,9,Agent0001,0,0,0,0,0,3,0
3,9,Agent0002,0,0,0,0,0,1,3
3,9,Agent0003,0,0,0,0,0,4,0
3,9,Agent0004,0,0,0,0,0,0,1
3,10,Agent0000,0,0,0,0,0,0,0
3,10,Agent0001,0,0,0,0,0,3,0
3,10,Agent0002,0,0,0,0,0,1,2
3,10,Agent0003,0,0,0,0,0,4,0
3,10,Agent0004,0,0,0,0,0,3,1
3,11,Agent0000,0,0,0,0,0,0,0
3,11,Agent0001,0,0,0,0,0,3,0
3,11,Agent0002,0,0,0,0,0,3,2
3,11,Agent0003,0,0,0,0,0,4,0
3,11,Agent0004,0,0,0,0,0,3,4
3,12,Agent0000,0,0,0,0,0,0,0
3,12,Agent0001,0,0,0,0,0,3,0
3,12,Agent0002,0,0,0,0,0,3,2
3,12,Agent0003,0,0,0,0,0,3,0
3,12,Agent0004,0,0,0,0,0,3,4
3,13,Agent0000,0,0,0,0,0,0,3
3,13,Agent0001,0,0,0,0,0,3,0
3,13,Agent0002,0,0,0,0,0,3,2
3,13,Agent0003,0,0,0,0,0,5,0
3,13,Agent0004,0,0,0,0,0,3,4
3,14,Agent0000,0,0,0,0,0,0,4
3,14,Agent0001,0,0,0,0,0,3,0
3,14,Agent0002,0,0,0,0,0,3,2
3,14,Agent0003,0,0,0,0,0,5,0
3,14,Agent0004,0,0,0,0,0,3,4
3,15,Agent0000,0,0,0,0,0,0,4
3,15,Agent0001,0,0,0,0,0,3,0
3,15,Agent0002,0,0,0,0,0,3,2
3,15,Agent0003,0,0,0,0,0,5,0
3,15,Agent0004,0,0,0,0,0,3,4
3,16,Agent0000,0,0,0,0,0,0,4
3,16,Agent0001,0,0,0,0,0,3,0
3,16,Agent0002,0,0,0,0,0,3,1
3,16,Agent0003,0,0,0,0,0,8,0
3,16,Agent0004,0,0,0,0,0,3,4
3,17,Agent0000,0,0,0,0,0,0,4
3,17,Agent0001,0,0,0,0,0,2,0
3,17,Agent0002,0,0,0,0,0,3,1
3,17,Agent0003,0,0,0,0,0,8,4
3,17,Agent0004,0,0,0,0,0,3,4
3,18,Agent0000,0,0,0,0,0,0,4
3,18,Agent0001,0,0,0,0,0,2,0
3,18,Agent0002,0,0,0,0,0,3,0
3,18,Agent0003,0,0,0,0,0,8,4
3,18,Agent0004,0,0,0,0,0,3,4
3,19,Agent0000,0,0,0,0,0,0,4
3,19,Agent0001,0,0,0,0,0,1,0
3,19,Agent0002,0,0,0,0,0,3,0
3,19,Agent0003,0,0,0,0,0,11,3
3,19,Agent0004,0,0,0,0,0,3,4
3,20,Agent0000,0,0,0,0,0,0,4
3,20,Agent0001,0,0,0,0,0,1,0
3,20,Agent0002,0,0,0,0,0,8,0
3,20,Agent0003,0,0,0,0,0,11,3
3,20,Agent0004,0,0,0,0,0,3,4

4,1,Agent0000,0,0,0,0,0,0,0
4,1,Agent0001,0,0,0,0,0,0,0
4,1,Agent0002,0,0,0,0,0,0,0
4,1,Agent0003,0,0,0,0,0,0,0
4,1,Agent0004,0,0,0,0,0,0,0
4,2,Agent0000,0,0,0,0,0,1,0
4,2,Agent0001,0,0,0,0,0,0,0
4,2,Agent0002,0,0,0,0,0,0,0
4,2,Agent0003,0,0,0,0,0,0,0
4,2,Agent0004,0,0,0,0,0,0,0
4,3,Agent0000,0,0,0,0,0,1,0
4,3,Agent0001,0,0,0,0,0,0,0
4,3,Agent0002,0,0,0,0,0,0,0
4,3,Agent0003,0,0,0,0,0,0,0
4,3,Agent0004,0,0,0,0,0,0,0
4,4,Agent0000,0,0,0,0,0,1,0
4,4,Agent0001,0,0,0,0,0,0,0
4,4,Agent0002,0,0,0,0,0,0,3
4,4,Agent0003,0,0,0,0,0,0,1
4,4,Agent0004,0,0,0,0,0,0,0
4,5,Agent0000,0,0,0,0,0,0,0
4,5,Agent0001,0,0,0,0,0,0,0
4,5,Agent0002,0,0,0,0,0,0,3
4,5,Agent0003,0,0,0,0,0,0,1
4,5,Agent0004,0,0,0,0,0,0,0
4,6,Agent0000,0,0,0,0,0,1,0
4,6,Agent0001,0,0,0,0,0,0,0
4,6,Agent0002,0,0,0,0,0,0,3
4,6,Agent0003,0,0,0,0,0,0,4
4,6,Agent0004,0,0,0,0,0,0,0
4,7,Agent0000,0,0,0,0,0,1,0
4,7,Agent0001,0,0,0,0,0,0,0
4,7,Agent0002,0,0,0,0,0,0,3
4,7,Agent0003,0,0,0,0,0,4,4
4,7,Agent0004,0,0,0,0,0,0,0
4,8,Agent0000,0,0,0,0,0,1,0
4,8,Agent0001,0,0,0,0,0,0,0
4,8,Agent0002,0,0,0,0,0,0,3
4,8,Agent0003,0,0,0,0,0,4,4
4,8,Agent0004,0,0,0,0,0,0,0
4,9,Agent0000,0,0,0,0,0,1,0
4,9,Agent0001,0,0,0,0,0,0,1
4,9,Agent0002,0,0,0,0,0,2,3
4,9,Agent0003,0,0,0,0,0,4,4
4,9,Agent0004,0,0,0,0,0,0,0
4,10,Agent0000,0,0,0,0,0,1,0
4,10,Agent0001,0,0,0,0,0,0,1
4,10,Agent0002,0,0,0,0,0,2,3
4,10,Agent0003,0,0,0,0,0,4,4
4,10,Agent0004,0,0,0,0,0,0,0
4,11,Agent0000,0,0,0,0,0,1,0
4,11,Agent0001,0,0,0,0,0,0,1
4,11,Agent0002,0,0,0,0,0,2,2
4,11,Agent0003,0,0,0,0,0,3,5
4,11,Agent0004,0,0,0,0,0,0,0
4,12,Agent0000,0,0,0,0,0,4,0
4,12,Agent0001,0,0,0,0,0,0,1
4,12,Agent0002,0,0,0,0,0,2,2
4,12,Agent0003,0,0,0,0,0,3,4
4,12,Agent0004,0,0,0,0,0,0,0
4,13,Agent0000,0,0,0,0,0,4,0
4,13,Agent0001,0,0,0,0,0,0,1
4,13,Agent0002,0,0,0,0,0,2,2
4,13,Agent0003,0,0,0,0,0,3,4
4,13,Agent0004,0,0,0,0,0,0,0
4,14,Agent0000,0,0,0,0,0,4,0
4,14,Agent0001,0,0,0,0,0,0,1
4,14,Agent0002,0,0,0,0,0,1,2
4,14,Agent0003,0,0,0,0,0,3,4
4,14,Agent0004,0,0,0,0,0,0,3
4,15,Agent0000,0,0,0,0,0,6,0
4,15,Agent0001,0,0,0,0,0,0,1
4,15,Agent0002,0,0,0,0,0,4,2
4,15,Agent0003,0,0,0,0,0,3,4
4,15,Agent0004,0,0,0,0,0,0,3
4,16,Agent0000,0,0,0,0,0,6,1
4,16,Agent0001,0,0,0,0,0,1,1
4,16,Agent0002,0,0,0,0,0,4,1
4,16,Agent0003,0,0,0,0,0,3,4
4,16,Agent0004,0,0,0,0,0,0,2
4,17,Agent0000,0,0,0,0,0,7,1
4,17,Agent0001,0,0,0,0,0,1,1
4,17,Agent0002,0,0,0,0,0,4,1
4,17,Agent0003,0,0,0,0,0,3,4
4,17,Agent0004,0,0,0,0,0,0,2
4,18,Agent0000,0,0,0,0,0,7,1
4,18,Agent0001,0,0,0,0,0,1,1
4,18,Agent0002,0,0,0,0,0,4,1
4,18,Agent0003,0,0,0,0,0,3,4
4,18,Agent0004,0,0,0,0,0,0,2
4,19,Agent0000,0,0,0,0,0,7,1
4,19,Agent0001,0,0,0,0,0,1,1
4,19,Agent0002,0,0,0,0,0,4,0
4,19,Agent0003,0,0,0,0,0,3,4
4,19,Agent0004,0,0,0,0,0,0,2
4,20,Agent0000,0,0,0,0,0,7,0
4,20,Agent0001,0,0,0,0,0,1,3
4,20,Agent0002,0,0,0,0,0,4,0
4,20,Agent0003,0,0,0,0,0,3,3
4,20,Agent0004,0,0,0,0,0,0,2

5,1,Agent0000,0,0,0,0,0,0,0
5,1,Agent0001,0,0,0,0,0,3,0
5,1,Agent0002,0,0,0,0,0,0,0
5,1,Agent0003,0,0,0,0,0,0,0
5,1,Agent0004,0,0,0,0,0,0,0
5,2,Agent0000,0,0,0,0,0,0,0
5,2,Agent0001,0,0,0,0,0,3,0
5,2,Agent0002,0,0,0,0,0,0,0
5,2,Agent0003,0,0,0,0,0,0,0
5,2,Agent0004,0,0,0,0,0,0,2
5,3,Agent0000,0,0,0,0,0,0,0
5,3,Agent0001,0,0,0,0,0,3,0
5,3,Agent0002,0,0,0,0,0,0,0
5,3,Agent0003,0,0,0,0,0,0,1
5,3,Agent0004,0,0,0,0,0,0,4
5,4,Agent0000,0,0,0,0,0,0,0
5,4,Agent0001,0,0,0,0,0,3,0
5,4,Agent0002,0,0,0,0,0,0,0
5,4,Agent0003,0,0,0,0,0,0,1
5,4,Agent0004,0,0,0,0,0,0,4
5,5,Agent0000,0,0,0,0,0,0,3
5,5,Agent0001,0,0,0,0,0,3,0
5,5,Agent0002,0,0,0,0,0,0,0
5,5,Agent0003,0,0,0,0,0,0,1
5,5,Agent0004,0,0,0,0,0,0,3
5,6,Agent0000,0,0,0,0,0,0,3
5,6,Agent0001,0,0,0,0,0,3,0
5,6,Agent0002,0,0,0,0,0,0,2
5,6,Agent0003,0,0,0,0,0,0,1
5,6,Agent0004,0,0,0,0,0,0,3
5,7,Agent0000,0,0,0,0,0,0,5
5,7,Agent0001,0,0,0,0,0,3,0
5,7,Agent0002,0,0,0,0,0,1,2
5,7,Agent0003,0,0,0,0,0,0,1
5,7,Agent0004,0,0,0,0,0,0,2
5,8,Agent0000,0,0,0,0,0,0,5
5,8,Agent0001,0,0,0,0,0,3,0
5,8,Agent0002,0,0,0,0,0,1,2
5,8,Agent0003,0,0,0,0,0,0,1
5,8,Agent0004,0,0,0,0,0,0,2
5,9,Agent0000,0,0,0,0,0,4,4
5,9,Agent0001,0,0,0,0,0,3,0
5,9,Agent0002,0,0,0,0,0,1,2
5,9,Agent0003,0,0,0,0,0,0,1
5,9,Agent0004,0,0,0,0,0,0,2
5,10,Agent0000,0,0,0,0,0,4,4
5,10,Agent0001,0,0,0,0,0,3,0
5,10,Agent0002,0,0,0,0,0,1,2
5,10,Agent0003,0,0,0,0,0,0,1
5,10,Agent0004,0,0,0,0,0,0,2
5,11,Agent0000,0,0,0,0,0,4,3
5,11,Agent0001,0,0,0,0,0,3,0
5,11,Agent0002,0,0,0,0,0,1,5
5,11,Agent0003,0,0,0,0,0,0,1
5,11,Agent0004,0,0,0,0,0,0,2
5,12,Agent0000,0,0,0,0,0,4,2
5,12,Agent0001,0,0,0,0,0,3,0
5,12,Agent0002,0,0,0,0,0,0,5
5,12,Agent0003,0,0,0,0,0,0,3
5,12,Agent0004,0,0,0,0,0,0,2
5,13,Agent0000,0,0,0,0,0,4,2
5,13,Agent0001,0,0,0,0,0,3,0
5,13,Agent0002,0,0,0,0,0,0,7
5,13,Agent0003,0,0,0,0,0,0,2
5,13,Agent0004,0,0,0,0,0,0,2
5,14,Agent0000,0,0,0,0,0,4,3
5,14,Agent0001,0,0,0,0,0,4,0
5,14,Agent0002,0,0,0,0,0,0,7
5,14,Agent0003,0,0,0,0,0,0,2
5,14,Agent0004,0,0,0,0,0,0,2
5,15,Agent0000,0,0,0,0,0,4,3
5,15,Agent0001,0,0,0,0,0,4,0
5,15,Agent0002,0,0,0,0,0,0,7
5,15,Agent0003,0,0,0,0,0,0,2
5,15,Agent0004,0,0,0,0,0,0,2
5,16,Agent0000,0,0,0,0,0,4,3
5,16,Agent0001,0,0,0,0,0,5,0
5,16,Agent0002,0,0,0,0,0,2,7
5,16,Agent0003,0,0,0,0,0,0,1
5,16,Agent0004,0,0,0,0,0,0,2
5,17,Agent0000,0,0,0,0,0,4,3
5,17,Agent0001,0,0,0,0,0,5,0
5,17,Agent0002,0,0,0,0,0,2,7
5,17,Agent0003,0,0,0,0,0,0,1
5,17,Agent0004,0,0,0,0,0,0,2
5,18,Agent0000,0,0,0,0,0,4,3
5,18,Agent0001,0,0,0,0,0,5,3
5,18,Agent0002,0,0,0,0,0,2,7
5,18,Agent0003,0,0,0,0,0,0,1
5,18,Agent0004,0,0,0,0,0,0,2
5,19,Agent0000,0,0,0,0,0,4,3
5,19,Agent0001,0,0,0,0,0,5,3
5,19,Agent0002,0,0,0,0,0,2,9
5,19,Agent0003,0,0,0,0,0,0,1
5,19,Agent0004,0,0,0,0,0,0,2
5,20,Agent0000,0,0,0,0,0,4,6
5,20,Agent0001,0,0,0,0,0,5,3
5,20,Agent0002,0,0,0,0,0,2,9
5,20,Agent0003,0,0,0,0,0,0,1
5,20,Agent0004,0,0,0,0,0,0,2
