example1_696,40,46450
example1_697,40,39571
example1_698,8,68222
example1_699,10,8921
example1_700,2,4841
example1_701,40,21524
example1_702,40,80808
example1_703,40,25544
example1_704,40,20079
example1_705,40,15548
example1_706,40,28010
example1_707,5,10943
example1_708,8,4348
example1_710,3,6602
example1_711,40,18222
example1_713,1,20333
example1_712,1,26280
example1_714,40,52376
example1_715,8,12911
example1_718,40,35767
example1_721,40,16172
example1_722,40,16921
example1_723,14,18946
example1_724,40,8387
example1_725,6,35102
example1_726,5,28265
example1_727,40,12560
example1_728,40,23633
example1_729,40,30223
example1_730,40,62743
example1_731,6,101844
example1_732,6,89627
example1_733,11,29541
example1_735,40,57415
example1_737,1,3055
example1_739,40,44712
example1_740,5,89876
example1_741,5,13304
example1_743,4,22062
example1_744,18,21226
example1_745,27,101795
example1_746,4,38767
example1_747,5,80148
example1_752,40,215012
example1_753,40,91849
example1_754,17,306782
example1_760,4,81788
example1_761,6,702204
example1_762,4,25666
example1_763,6,47767
example1_764,8,409329
example1_765,1,66700
example1_766,4,18320
example1_767,4,10024
example1_768,4,19125
example1_772,5,30923
example1_773,6,48223
example1_774,5,104646
example1_775,4,37105
example1_776,1,13152
example1_777,1,2697
example1_778,6,29899
example1_779,40,60110
example1_780,4,49021
example1_781,4,35817
example1_782,4,69936
example1_783,40,55128
example1_784,5,16435
example1_785,4,16086
example1_786,40,49194
example1_790,4,46305
example1_792,10,71602
example1_793,4,66096
example1_795,4,259053
example1_796,5,30500
example1_797,4,37116
example1_798,4,34163
example1_799,5,7817
example1_800,5,8588
example1_801,1,4914
example1_802,10,17186
example1_803,40,27952
example1_804,3,8347
example1_805,1,3731
example1_806,6,10939
example1_807,40,36292
example1_809,11,17827
example1_810,40,21722
example1_811,26,63278
example1_812,40,32603
example1_813,40,17486
example1_814,40,8980
example1_815,5,7379
example1_816,40,16849
example1_817,40,77766
example1_818,40,633190
example1_819,5,223397
example1_820,37,78860
example1_821,40,71706
example1_822,39,223874
example1_825,4,315466
example1_826,4,28635
example1_827,4,14566
example1_828,4,220948
example1_829,12,45116
example1_830,5,143426
example1_832,2,15494
example1_834,2,7520
example1_835,40,13178
example1_836,4,154252
example1_837,4,33412
example1_838,4,14916
example1_844,1,3999
example1_847,24,31426
example1_848,40,2655623
example1_849,8,42920
example1_850,2,25020
example1_852,5,9505
example1_853,1,26081
example1_855,2,4702
example1_857,4,10559
example1_858,3,7639
example1_859,2,16324
example1_862,40,29601
example1_863,4,11887
example1_864,4,10004
example1_866,35,109201
example1_867,5,7378
example1_868,40,148569
example1_869,26,48988
example1_870,1,4132
example1_871,1,1730
example1_872,3,21761
example1_873,5,27866
example1_875,40,34360
example1_876,4,13336
example1_874,28,450194
example1_877,4,22271
example1_878,5,28394
example1_879,40,49392
example1_883,40,65944
example1_884,40,28971
example1_885,4,15292
example1_886,6,14231
example1_887,4,8930
example1_888,12,61616
example1_889,4,20220
example1_892,4,34553
example1_896,26,57048
example1_898,40,12239
example1_900,3,10374
example1_903,4,8953
example1_904,40,24251
example1_919,4,10514
example1_920,486,66875
example1_921,114,46076
example1_923,1,48684
example1_924,23,8661
example1_925,5,50971
example1_926,211,36487
example1_927,180,24298
example1_929,744,106047
example1_930,9,15965
example1_931,5,7853
example1_932,76,11955
example1_934,262,36851
example1_935,173,27108
example1_936,138,19700
example1_937,136,31451
example1_938,334,46419
example1_942,160,26986
example1_944,193,25044
example1_946,182,25573
example1_952,1048,132259
example1_953,1682,240886
example1_954,1,23350
example1_955,1682,257233
example1_956,1,11664
example1_957,692,99917
example1_958,755,118484
example1_959,234,41070
example1_960,336,47260
example1_961,308,41895
example1_962,566,80552
example1_963,5,15062
example1_964,1372,183416
example1_965,781,127408
example1_966,32,8599
example1_967,2,4645
example1_968,1,4694
example1_969,1,1655
example1_970,4,19429
example1_971,9,14327
example1_972,25,7894
example1_973,5,6055
example1_976,4,7920
example1_977,258,78388
example1_979,284,117375
example1_981,209,41194
example1_982,271,47553
example1_983,17,28310
example1_984,4,8518
example1_985,8,18588
example1_986,214,36425
example1_988,197,118060
example1_989,1,1788
example1_990,19,74212
example1_991,95,22298
example1_992,33,6938
example1_993,2,5287
example1_994,5,9435
example1_995,1,4428
example1_996,3,5082
example1_997,1,4227
example1_998,1,2392
example1_999,5,125197
example1_1000,9,57868
example1_1001,40,18749
example1_1002,4,17432
example1_1003,4,14202
example1_1004,4,30852
example1_1005,8,50471
example1_1006,1,785
example1_1007,32,36655
example1_1008,9,42419
example1_1009,7,14257
example1_1010,4,32196
example1_1011,122,82720
example1_1012,4,20903
example1_1013,4,24599
example1_1014,129,19004
example1_1015,129,32861
example1_1016,765,123344
example1_1017,662,113561
example1_1018,240,41964
example1_1019,1682,261363
example1_1020,55,13991
example1_1021,69,2144742
example1_1023,29,23715
example1_1024,29,11806
example1_1026,41,17603
example1_1027,41,248587
